DateTime;Username;Movement;Result;Group;Conter
12/30/2021, 17:37:56;krasty_kovyaz;NLP_request;Success;main;42
12/30/2021, 17:39:05;Gosha;Notification;Success;main;5
12/30/2021, 17:40:06;krasty_kovyaz;NLP_request;Success;main;43
12/30/2021, 17:40:18;krasty_kovyaz;Rules_running;Success;main;5
12/30/2021, 17:40:36;Gosha;Notification;Success;main;6
12/30/2021, 17:46:28;Gosha;Notification;Success;main;7
12/30/2021, 17:48:30;Gosha;Notification;Success;main;8
12/30/2021, 17:58:11;Gosha;Notification;Success;main;9
12/30/2021, 17:58:50;krasty_kovyaz;Permission denied;FAIL;main;3
12/30/2021, 17:59:16;Gosha;Notification;Success;main;10
12/30/2021, 18:05:16;krasty_kovyaz;NLP_request;Success;main;44
12/30/2021, 18:22:06;krasty_kovyaz;NLP_request;Success;main;45
12/30/2021, 18:54:57;krasty_kovyaz;NLP_request;Success;main;46
12/30/2021, 18:59:01;krasty_kovyaz;NLP_request;Success;main;47
12/30/2021, 18:59:14;krasty_kovyaz;NLP_request;Success;main;48
12/30/2021, 19:08:00;krasty_kovyaz;NLP_request;Success;main;49
12/30/2021, 19:08:17;krasty_kovyaz;NLP_request;Success;bank_clarification;50
12/30/2021, 19:08:25;krasty_kovyaz;Running_slots;Success;bank_clarification;9
12/30/2021, 19:08:32;krasty_kovyaz;Running_rules;Success;bank_clarification;6
12/30/2021, 19:08:49;krasty_kovyaz;NLP_request;Success;bank_clarification;51
12/30/2021, 19:33:14;krasty_kovyaz;NLP_request;Success;bank_clarification;52
12/30/2021, 20:41:58;krasty_kovyaz;NLP_request;Success;bank_clarification;53
12/30/2021, 21:33:48;ofmatts;NLP_request;Success;main;54
12/31/2021, 12:00:53;Gosha;Pushlogs;Success;main;1
01/10/2022, 09:48:57;krasty_kovyaz;NLP_request;Success;main;55
01/10/2022, 11:46:21;krasty_kovyaz;Running_rules;Success;main;7
01/10/2022, 11:46:23;krasty_kovyaz;Running_slots;Success;main;10
01/10/2022, 12:00:21;Gosha;Pushlogs;Success;main;2
01/10/2022, 15:25:27;krasty_kovyaz;NLP_request;Success;main;56
01/10/2022, 15:25:35;krasty_kovyaz;NLP_request;Success;main;57
01/10/2022, 15:26:02;krasty_kovyaz;NLP_request;Success;main;58
01/10/2022, 15:26:12;krasty_kovyaz;NLP_request;Success;main;59
01/10/2022, 15:26:22;krasty_kovyaz;NLP_request;Success;main;60
01/10/2022, 15:26:32;krasty_kovyaz;NLP_request;Success;main;61
01/10/2022, 20:17:57;krasty_kovyaz;File_went_wrong;FAIL;;10
01/10/2022, 20:20:20;krasty_kovyaz;File_went_wrong;FAIL;;11
01/10/2022, 20:25:10;krasty_kovyaz;File_went_wrong;FAIL;;12
01/10/2022, 20:27:35;krasty_kovyaz;File_went_wrong;FAIL;;13
01/10/2022, 20:29:31;krasty_kovyaz;File_went_wrong;FAIL;;14
01/10/2022, 20:31:35;krasty_kovyaz;File_went_wrong;FAIL;;15
01/10/2022, 20:35:14;krasty_kovyaz;NLP_request;Success;main;62
01/11/2022, 10:22:38;krasty_kovyaz;File_went_wrong;FAIL;main;16
01/11/2022, 10:43:24;None;NLP_request;Success;main;63
01/11/2022, 10:44:17;None;NLP_request;Success;main;64
01/11/2022, 10:45:03;None;NLP_request;Success;main;65
01/11/2022, 10:49:55;None;NLP_request;Success;main;66
01/11/2022, 10:50:14;None;NLP_request;Success;main;67
01/11/2022, 10:57:59;krasty_kovyaz;Regex_reform;Success;main;1
01/11/2022, 11:02:42;krasty_kovyaz;Regex_reform;Success;main;2
01/11/2022, 11:04:20;Anutka_55;Upload_file_fail;FAIL;;1
01/11/2022, 11:12:41;Anutka_55;NLP_request;Success;;68
01/11/2022, 11:34:03;hubbleDJ;NLP_request;Success;main;69
01/11/2022, 11:50:30;Dreaming1204;NLP_request;Success;main;70
01/11/2022, 11:50:55;Dreaming1204;NLP_request;Success;main;71
01/11/2022, 11:55:54;Dreaming1204;NLP_request;Success;main;72
01/11/2022, 12:00:47;Gosha;Pushlogs;Success;main;3
01/12/2022, 08:00:27;krasty_kovyaz;NLP_request;Success;main;73
01/12/2022, 08:39:54;None;NLP_request;Success;main;74
01/12/2022, 08:41:58;krasty_kovyaz;NLP_request;Success;main;75
01/12/2022, 09:35:40;krasty_kovyaz;Upload_file_fail;FAIL;main;2
01/12/2022, 10:02:44;krasty_kovyaz;NLP_request;Success;main;76
01/12/2022, 11:44:38;Marina_IVR;NLP_request;Success;main;77
01/12/2022, 11:44:38;Marina_IVR;NLP_request;Success;main;78
01/12/2022, 11:44:38;Marina_IVR;NLP_request;Success;main;79
01/12/2022, 11:44:38;Marina_IVR;NLP_request;Success;main;80
01/12/2022, 11:44:54;krasty_kovyaz;Rule_config;Success;;1
01/12/2022, 12:30:28;krasty_kovyaz;NLP_request;Success;main;81
01/12/2022, 12:30:28;krasty_kovyaz;NLP_request;Success;main;82
01/12/2022, 12:30:28;krasty_kovyaz;NLP_request;Success;main;83
01/12/2022, 12:30:28;krasty_kovyaz;NLP_request;Success;main;84
01/12/2022, 12:30:29;Marina_IVR;NLP_request;Success;main;85
01/12/2022, 12:30:30;krasty_kovyaz;Upload_file_fail;FAIL;main;3
01/12/2022, 12:58:50;krasty_kovyaz;Rule_config;Success;;2
01/12/2022, 13:00:02;krasty_kovyaz;NLP_request;Success;main;86
01/12/2022, 13:00:35;krasty_kovyaz;NLP_request;Success;main;87
01/12/2022, 13:00:44;krasty_kovyaz;NLP_request;Success;main;88
01/12/2022, 13:00:52;krasty_kovyaz;NLP_request;Success;main;89
01/12/2022, 13:02:28;krasty_kovyaz;NLP_request;Success;main;90
01/12/2022, 13:03:30;krasty_kovyaz;NLP_request;Success;main;91
01/12/2022, 13:15:14;krasty_kovyaz;NLP_request;Success;main;92
01/12/2022, 13:16:07;krasty_kovyaz;NLP_request;Success;main;93
01/12/2022, 13:16:18;krasty_kovyaz;NLP_request;Success;main;94
01/12/2022, 13:18:53;krasty_kovyaz;Rule_config;Success;;3
01/12/2022, 13:30:17;krasty_kovyaz;Rule_config;Success;;4
01/12/2022, 13:32:59;krasty_kovyaz;NLP_request;Success;main;95
01/12/2022, 13:33:05;krasty_kovyaz;NLP_request;Success;main;96
01/12/2022, 13:33:25;krasty_kovyaz;NLP_request;Success;main;97
01/12/2022, 13:52:08;Anutka_55;NLP_request;Success;main;98
01/12/2022, 13:52:15;Anutka_55;NLP_request;Success;main;99
01/12/2022, 13:52:27;Anutka_55;NLP_request;Success;main;100
01/12/2022, 13:52:54;Anutka_55;Rule_config;Success;main;5
01/12/2022, 14:16:51;gribov_nikita;NLP_request;Success;main;101
01/12/2022, 14:18:06;gribov_nikita;Upload_file_fail;FAIL;main;4
01/12/2022, 14:18:28;gribov_nikita;Upload_file_fail;FAIL;main;5
01/12/2022, 14:20:14;gribov_nikita;Regex_suggest;Success;main;1
01/12/2022, 14:20:52;None;NLP_request;Success;main;102
01/12/2022, 14:21:01;Dreaming1204;NLP_request;Success;main;103
01/12/2022, 14:30:32;gribov_nikita;Regex_suggest;Success;main;2
01/12/2022, 14:31:18;gribov_nikita;Regex_suggest;Success;main;3
01/12/2022, 14:35:10;Anutka_55;NLP_request;Success;main;104
01/12/2022, 15:03:57;None;NLP_request;Success;main;105
01/12/2022, 15:04:10;None;NLP_request;Success;main;106
01/12/2022, 15:04:26;Dreaming1204;NLP_request;Success;main;107
01/12/2022, 15:04:26;None;NLP_request;Success;main;108
01/12/2022, 15:04:35;Dreaming1204;NLP_request;Success;main;109
01/12/2022, 15:08:07;Anutka_55;NLP_request;Success;main;110
01/12/2022, 15:08:29;Anutka_55;NLP_request;Success;main;111
01/12/2022, 15:08:51;Anutka_55;NLP_request;Success;main;112
01/12/2022, 15:09:07;Anutka_55;NLP_request;Success;main;113
01/12/2022, 15:09:17;Anutka_55;NLP_request;Success;main;114
01/12/2022, 15:09:27;Anutka_55;NLP_request;Success;main;115
01/12/2022, 15:09:37;Anutka_55;NLP_request;Success;main;116
01/12/2022, 15:09:45;Anutka_55;NLP_request;Success;main;117
01/12/2022, 15:09:52;Anutka_55;NLP_request;Success;main;118
01/12/2022, 15:10:04;Anutka_55;NLP_request;Success;main;119
01/12/2022, 15:10:12;Anutka_55;NLP_request;Success;main;120
01/12/2022, 15:10:19;Anutka_55;NLP_request;Success;main;121
01/12/2022, 15:10:29;Anutka_55;NLP_request;Success;main;122
01/12/2022, 15:10:40;Anutka_55;NLP_request;Success;main;123
01/12/2022, 15:12:40;Anutka_55;NLP_request;Success;main;124
01/12/2022, 15:14:19;krasty_kovyaz;Regex_suggest;Success;main;4
01/12/2022, 15:21:18;gribov_nikita;Regex_suggest;Success;main;5
01/12/2022, 15:48:44;Anutka_55;NLP_request;Success;main;125
01/12/2022, 15:55:37;krasty_kovyaz;Upload_file_fail;FAIL;;6
01/12/2022, 16:05:42;krasty_kovyaz;Regex_reform;Success;main;3
01/12/2022, 16:46:32;krasty_kovyaz;Rule_config;Success;;6
01/12/2022, 16:53:56;krasty_kovyaz;NLP_request;Success;main;126
01/12/2022, 17:14:27;krasty_kovyaz;NLP_request;Success;main;127
01/12/2022, 17:55:30;krasty_kovyaz;NLP_request;Success;main;128
01/12/2022, 19:25:53;alexander_grigoriev_dm;NLP_request;Success;main;129
01/12/2022, 19:30:03;krasty_kovyaz;Regex_suggest;Success;main;6
01/12/2022, 21:38:56;krasty_kovyaz;NLP_request;Success;main;130
01/12/2022, 23:59:32;krasty_kovyaz;NLP_request;Success;main;131
01/13/2022, 09:02:08;gribov_nikita;Running_rules;Success;main;8
01/13/2022, 09:02:13;gribov_nikita;Running_slots;Success;main;11
01/13/2022, 09:04:18;krasty_kovyaz;NLP_request;Success;main;132
01/13/2022, 09:08:08;Donchik777;NLP_request;Success;main;133
01/13/2022, 09:08:14;Donchik777;NLP_request;Success;main;134
01/13/2022, 09:08:19;Donchik777;NLP_request;Success;main;135
01/13/2022, 09:41:58;krasty_kovyaz;NLP_request;Success;main;136
01/13/2022, 10:07:04;None;NLP_request;Success;main;137
01/13/2022, 10:08:02;None;NLP_request;Success;main;138
01/13/2022, 11:09:51;krasty_kovyaz;NLP_request;Success;main;139
01/13/2022, 12:00:03;Gosha;Pushlogs;Success;main;4
01/13/2022, 12:38:09;Donchik777;Running_slots;Success;main;12
01/13/2022, 16:41:03;krasty_kovyaz;NLP_request;Success;main;140
01/13/2022, 16:41:24;krasty_kovyaz;NLP_request;Success;bank_clarification;141
01/13/2022, 16:42:11;krasty_kovyaz;NLP_request;Success;eco_pilot_1221;142
01/13/2022, 16:42:22;krasty_kovyaz;NLP_request;Success;eco_model_0621;143
01/13/2022, 16:42:29;krasty_kovyaz;NLP_request;Success;eco_model_0921;144
01/13/2022, 22:12:05;krasty_kovyaz;NLP_request;Success;main;145
01/13/2022, 22:14:49;krasty_kovyaz;Rules_running_went_wrong;FAIL;main;1
01/13/2022, 22:16:05;krasty_kovyaz;Rules_running;Success;main;2
01/13/2022, 22:17:55;krasty_kovyaz;Rules_running;Success;main;3
01/13/2022, 22:20:59;krasty_kovyaz;NLP_request;Success;main;146
01/13/2022, 22:21:13;krasty_kovyaz;Rules_running;Success;main;4
01/13/2022, 22:24:19;krasty_kovyaz;Rules_running;Success;main;5
01/13/2022, 22:29:08;krasty_kovyaz;NLP_request;Success;main;147
01/13/2022, 22:53:00;krasty_kovyaz;NLP_request;Success;main;148
01/14/2022, 07:48:56;krasty_kovyaz;NLP_request;Success;main;149
01/14/2022, 08:51:35;hubbleDJ;NLP_request;Success;main;150
01/14/2022, 08:52:58;hubbleDJ;NLP_request;Success;main;151
01/14/2022, 08:53:14;hubbleDJ;NLP_request;Success;main;152
01/14/2022, 09:19:28;Marina_IVR;NLP_request;Success;main;153
01/14/2022, 09:19:31;Marina_IVR;NLP_request;Success;main;154
01/14/2022, 12:00:50;Gosha;Pushlogs;Success;main;5
01/14/2022, 13:01:52;None;NLP_request;Success;main;155
01/14/2022, 13:17:00;arogachewskaya;NLP_request;Success;main;156
01/14/2022, 13:17:06;arogachewskaya;NLP_request;Success;main;157
01/14/2022, 13:17:33;arogachewskaya;NLP_request;Success;main;158
01/14/2022, 13:17:52;arogachewskaya;NLP_request;Success;main;159
01/14/2022, 13:17:55;arogachewskaya;NLP_request;Success;main;160
01/14/2022, 13:18:18;arogachewskaya;NLP_request;Success;main;161
01/14/2022, 13:18:32;arogachewskaya;NLP_request;Success;main;162
01/14/2022, 14:11:41;arogachewskaya;NLP_request;Success;main;163
01/14/2022, 19:02:43;tesemnikov;NLP_request;Success;main;164
01/14/2022, 19:02:49;tesemnikov;NLP_request;Success;main;165
01/14/2022, 19:02:53;tesemnikov;NLP_request;Success;main;166
01/14/2022, 21:35:02;Gosha;Notification;Success;main;11
01/14/2022, 21:48:28;Gosha;Notification;Success;main;12
01/14/2022, 22:31:50;Gosha;Notification;Success;main;13
01/14/2022, 22:37:11;krasty_kovyaz;NLP_request;Success;main;167
01/14/2022, 22:44:52;krasty_kovyaz;NLP_request;Success;main;168
01/14/2022, 23:35:38;krasty_kovyaz;NLP_request;Success;main;169
01/15/2022, 00:00:52;Gosha;Notification;Success;main;14
01/15/2022, 09:25:21;krasty_kovyaz;NLP_request;Success;main;170
01/15/2022, 12:00:58;Gosha;Pushlogs;Success;main;6
01/15/2022, 15:46:09;krasty_kovyaz;NLP_request;Success;main;171
01/15/2022, 16:58:08;krasty_kovyaz;NLP_request;Success;main;172
01/15/2022, 22:53:11;krasty_kovyaz;NLP_request;Success;main;173
01/16/2022, 09:05:56;krasty_kovyaz;NLP_request;Success;main;174
01/16/2022, 10:28:30;krasty_kovyaz;NLP_request;Success;main;175
01/16/2022, 12:00:08;Gosha;Pushlogs;Success;main;7
01/16/2022, 16:15:02;krasty_kovyaz;NLP_request;Success;main;176
01/16/2022, 22:37:44;ofmatts;NLP_request;Success;main;177
01/16/2022, 22:37:46;ofmatts;NLP_request;Success;main;178
01/16/2022, 22:43:02;ofmatts;NLP_request;Success;main;179
01/17/2022, 07:03:01;izzionix;NLP_request;Success;main;180
01/17/2022, 07:03:15;izzionix;NLP_request;Success;main;181
01/17/2022, 07:18:04;krasty_kovyaz;NLP_request;Success;main;182
01/17/2022, 08:29:56;Marina_IVR;NLP_request;Success;main;183
01/17/2022, 08:30:03;Marina_IVR;NLP_request;Success;main;184
01/17/2022, 08:50:37;Anutka_55;NLP_request;Success;pharmacy_clarification;185
01/17/2022, 08:50:53;izzionix;NLP_request;Success;main;186
01/17/2022, 08:51:08;izzionix;NLP_request;Success;main;187
01/17/2022, 08:51:12;Anutka_55;NLP_request;Success;pharmacy_clarification;188
01/17/2022, 08:51:21;Anutka_55;NLP_request;Success;pharmacy_clarification;189
01/17/2022, 08:52:53;izzionix;Permission denied;FAIL;main;4
01/17/2022, 08:53:47;izzionix;Permission denied;FAIL;main;5
01/17/2022, 08:53:49;Anutka_55;Running_rules;Success;pharmacy_clarification;9
01/17/2022, 08:53:57;izzionix;Permission denied;FAIL;main;6
01/17/2022, 08:56:22;izzionix;NLP_request;Success;eco_pilot_1221;190
01/17/2022, 12:39:59;izzionix;NLP_request;Success;bank_clarification;191
01/17/2022, 12:40:15;izzionix;NLP_request;Success;bank_clarification;192
01/17/2022, 12:54:30;Donchik777;NLP_request;Success;main;193
01/17/2022, 12:54:55;Donchik777;NLP_request;Success;main;194
01/17/2022, 12:57:42;izzionix;NLP_request;Success;bank_clarification;195
01/17/2022, 13:22:34;None;NLP_request;Success;main;196
01/17/2022, 13:52:29;None;NLP_request;Success;main;197
01/17/2022, 14:05:58;Anutka_55;Running_slots;Success;main;13
01/17/2022, 20:26:22;Donchik777;NLP_request;Success;mb_clarification;198
01/17/2022, 20:26:55;Donchik777;NLP_request;Success;mb_clarification;199
01/17/2022, 20:29:33;Donchik777;Upload_file_fail;FAIL;mb_clarification;7
01/18/2022, 08:30:17;Donchik777;NLP_request;Success;mb_clarification;200
01/18/2022, 08:36:46;Donchik777;NLP_request;Success;mb_clarification;201
01/18/2022, 08:42:27;Donchik777;NLP_request;Success;main;202
01/18/2022, 08:42:27;Donchik777;NLP_request;Success;main;203
01/18/2022, 08:42:36;Donchik777;NLP_request;Success;main;204
01/18/2022, 08:42:41;Donchik777;NLP_request;Success;main;205
01/18/2022, 08:43:05;Donchik777;Rules_running_went_wrong;FAIL;main;2
01/18/2022, 08:45:15;Donchik777;Rules_running_went_wrong;FAIL;main;3
01/18/2022, 08:56:37;Donchik777;Rules_running_went_wrong;FAIL;;4
01/18/2022, 09:00:29;krasty_kovyaz;Rules_running;Success;main;5
01/18/2022, 09:01:11;krasty_kovyaz;Rules_running;Success;thx_clarification;6
01/18/2022, 09:17:18;krasty_kovyaz;Rules_running;Success;mobile_clarification;7
01/18/2022, 09:27:31;krasty_kovyaz;Rules_running_went_wrong;FAIL;;5
01/18/2022, 09:38:14;krasty_kovyaz;Rules_running_went_wrong;FAIL;;6
01/18/2022, 10:27:01;krasty_kovyaz;Rules_running;Success;mobile_clarification;7
01/18/2022, 10:32:13;krasty_kovyaz;Rules_running;Success;mobile_clarification;8
01/18/2022, 10:36:00;krasty_kovyaz;Rules_running;Success;mobile_clarification;9
01/18/2022, 10:47:16;krasty_kovyaz;Rules_running;Success;mobile_clarification;10
01/18/2022, 11:11:17;krasty_kovyaz;Rules_running;Success;mobile_clarification;11
01/18/2022, 11:24:08;krasty_kovyaz;Rules_running;Success;mobile_clarification;12
01/18/2022, 11:35:32;krasty_kovyaz;Rules_running;Success;mobile_clarification;13
01/18/2022, 11:48:56;krasty_kovyaz;Rules_running;Success;mobile_clarification;14
01/18/2022, 12:00:34;Gosha;Pushlogs;Success;main;8
01/18/2022, 12:19:26;Donchik777;Rules_running;Success;mobile_clarification;15
01/18/2022, 12:35:29;Donchik777;Rules_running;Success;mobile_clarification;16
01/18/2022, 13:12:40;Donchik777;Rules_running;Success;mobile_clarification;17
01/18/2022, 13:29:22;Marina_IVR;NLP_request;Success;main;206
01/18/2022, 13:50:32;izzionix;NLP_request;Success;eco_pilot_1221;207
01/18/2022, 13:55:45;Donchik777;Rules_running;Success;mobile_clarification;18
01/18/2022, 15:11:08;Cortez551;NLP_request;Success;prime_clarification;208
01/18/2022, 15:11:33;Cortez551;NLP_request;Success;prime_clarification;209
01/18/2022, 22:57:44;krasty_kovyaz;NLP_request;Success;main;210
01/19/2022, 07:46:07;krasty_kovyaz;NLP_request;Success;main;211
01/19/2022, 07:46:12;krasty_kovyaz;NLP_request;Success;main;212
01/19/2022, 11:27:35;izzionix;NLP_request;Success;pharmacy_clarification;213
01/19/2022, 11:35:02;izzionix;NLP_request;Success;pharmacy_clarification;214
01/19/2022, 11:35:27;izzionix;NLP_request;Success;pharmacy_clarification;215
01/19/2022, 12:00:33;Gosha;Pushlogs;Success;main;9
01/19/2022, 12:04:30;izzionix;NLP_request;Success;eco_pilot_1221;216
01/19/2022, 12:06:00;Donchik777;NLP_request;Success;main;217
01/19/2022, 12:06:18;izzionix;NLP_request;Success;main;218
01/19/2022, 15:03:57;gribov_nikita;NLP_request;Success;main;219
01/19/2022, 15:04:07;gribov_nikita;NLP_request;Success;main;220
01/19/2022, 15:24:02;krasty_kovyaz;Upload_file_fail;FAIL;;8
01/19/2022, 15:45:06;krasty_kovyaz;Regex_reform;Success;main;4
01/19/2022, 16:10:14;krasty_kovyaz;Upload_file_fail;FAIL;;9
01/19/2022, 16:29:20;Anutka_55;Regex_reform;Success;main;5
01/19/2022, 17:45:29;Marina_IVR;Regex_reform;Success;main;6
01/19/2022, 18:10:03;Anutka_55;NLP_request;Success;main;221
01/19/2022, 18:10:18;Anutka_55;NLP_request;Success;main;222
01/19/2022, 18:28:18;krasty_kovyaz;Rule_config_{mes_to_user};FAIL;;1
01/19/2022, 18:41:20;krasty_kovyaz;Rule_config;Success;;2
01/19/2022, 18:51:59;krasty_kovyaz;Rule_config;Success;;3
01/19/2022, 19:03:47;krasty_kovyaz;Rule_config;Success;;4
01/19/2022, 19:26:18;krasty_kovyaz;Rule_config;Success;;5
01/19/2022, 22:52:17;krasty_kovyaz;NLP_request;Success;;223
01/20/2022, 09:12:34;Donchik777;NLP_request;Success;main;224
01/20/2022, 09:36:48;krasty_kovyaz;NLP_request;Success;;225
01/20/2022, 10:29:03;Gosha;Notification;Success;main;15
01/20/2022, 10:32:11;Makpay;NLP_request;Success;main;226
01/20/2022, 11:20:58;krasty_kovyaz;NLP_request;Success;main;227
01/20/2022, 11:45:05;Marina_IVR;NLP_request;Success;main;228
01/20/2022, 11:45:39;Marina_IVR;NLP_request;Success;medsbs_clarification;229
01/20/2022, 11:45:42;Marina_IVR;NLP_request;Success;medsbs_clarification;230
01/20/2022, 11:45:51;Marina_IVR;NLP_request;Success;medsbs_clarification;231
01/20/2022, 11:45:57;Marina_IVR;NLP_request;Success;medsbs_clarification;232
01/20/2022, 11:46:01;Marina_IVR;NLP_request;Success;medsbs_clarification;233
01/20/2022, 11:46:10;Marina_IVR;NLP_request;Success;medsbs_clarification;234
01/20/2022, 11:46:15;Marina_IVR;NLP_request;Success;medsbs_clarification;235
01/20/2022, 11:46:38;Marina_IVR;NLP_request;Success;medsbs_clarification;236
01/20/2022, 11:46:42;Marina_IVR;NLP_request;Success;medsbs_clarification;237
01/20/2022, 12:00:04;Gosha;Pushlogs;Success;main;10
01/20/2022, 12:24:58;krasty_kovyaz;Slot_config_fail;FAIL;;1
01/20/2022, 12:25:34;krasty_kovyaz;Slot_config_fail;FAIL;;2
01/20/2022, 12:28:05;krasty_kovyaz;NLP_request;Success;main;238
01/20/2022, 12:28:16;krasty_kovyaz;Slot_config_fail;FAIL;main;3
01/20/2022, 12:31:16;krasty_kovyaz;Slot_config_fail;FAIL;;4
01/20/2022, 12:33:11;krasty_kovyaz;Slot_config;Success;;5
01/20/2022, 12:51:09;Anutka_55;NLP_request;Success;main;239
01/20/2022, 12:51:23;Anutka_55;NLP_request;Success;main;240
01/20/2022, 12:51:38;Anutka_55;NLP_request;Success;main;241
01/20/2022, 12:51:58;Anutka_55;NLP_request;Success;main;242
01/20/2022, 12:53:20;Anutka_55;NLP_request;Success;main;243
01/20/2022, 12:53:42;Anutka_55;NLP_request;Success;main;244
01/20/2022, 12:56:15;Anutka_55;NLP_request;Success;main;245
